H2O (ppm),CO2 (ppm),O3 (ppb),CO (ppm),CH4 (ppm),NO2 (ppb)
11185.984490055624,493.9235189845282,105.1216651519483,15.93811581109786,2.5739278063339217,187.84079221323492
23165.347856834494,567.584692240911,38.60791333060345,18.734257866780997,2.707922174259812,132.86972131572347
11502.175147759412,463.65663488203757,46.141910142619345,14.98200580456633,2.514549062356771,88.02335490856963
23917.96947961386,514.3344133998239,74.3398583388445,9.326892114319742,2.362890537422276,184.41514754976325
18384.696081500708,475.6349634154319,119.46794353201344,27.492620655108126,2.2137160566728467,157.00197806200512
24626.99442307935,505.4711808377614,101.49614033531245,20.59425511523409,2.144023787281721,183.41953775192076
19566.112380027796,477.5596700251056,148.88458430878754,15.475449833281637,2.6793331090822488,167.1464479239871
21183.115983032043,494.37774417051094,70.71328586356191,16.48751423896511,2.510521339417309,145.50408019268528
19201.029889316254,481.9385037548774,70.49793007406487,16.842561341701206,2.6969775500322446,125.83734066742333
23103.13757462049,488.2511888251145,123.86077123327374,12.320936783559336,2.638799403638418,107.54740931196852
34274.049116570204,556.2928257258859,107.57685672660088,20.599629905510042,2.352607333789117,208.77193946194
28883.114907050487,503.0787456072105,158.33760648247784,22.35000178271995,2.4701911891042867,167.91787231065646
32197.533986298786,537.3670376194166,114.66342467068291,14.413996031032571,2.6507222899835448,210.64620167643807
18839.854694237645,484.9592062776347,123.69394403086075,14.975211464949576,2.537339034929268,212.1998749081135
31956.997875327157,529.0684285924158,99.38675332289505,17.38038672372753,2.3211340180478364,132.02472338129098
29372.44059351986,461.9286455006328,128.12866000447457,12.33712217969659,2.509872725422744,71.1812696756166
20313.20731665768,471.34426884848693,109.67577849122901,15.14968714923397,2.2514578533680627,27.086286290926694
19324.74760008889,531.0230510070834,100.23806114342906,18.566265645392818,2.3069313984956654,174.25492731632656
24178.60688823653,494.06910220557256,112.7180588659553,2.9877528492844743,2.670533355894535,155.06291796494963
21299.383375479294,428.0532498290016,96.66523909297885,13.186393711229663,2.384859374084917,129.6635882974611
29441.595831232553,490.35800574615683,93.02096420335002,17.381161900413172,1.9604611657047426,126.7439493066882
26752.073483507058,469.8406146807419,115.76671321877566,6.654715260326558,2.332203934734543,201.16152217107668
21204.765984498343,516.25387279172,153.91524491804094,11.979325216475035,2.3592765640740705,87.32766373808754
13034.21627998101,498.60100392290315,123.35038469262189,30.0,2.7403114882699757,142.68207183192806
24323.153200793186,521.6462599528313,146.21490708177578,18.78316397851441,2.1658391029397137,92.18592073728794
15730.87510739135,500.6374836164169,107.70381058690838,19.47621763993875,2.5494409725534277,166.75922376114164
0.04482761485824143,907.468143047098,204.10462131923816,82.84242804973815,4.613028912568321,438.126979411849
25253.32087411345,434.23779285815647,126.5499131943036,19.51271944224522,2.5450886816614657,192.71050643817105
25870.85994680248,457.79538200945956,72.24390771431078,12.542635431332045,2.522324533447769,137.28247360491793
25448.20606220798,466.6344854134477,69.82732240056825,2.482679663396434,2.5211357416481652,176.9161085826874
18845.48798393807,400.0,108.1379098269228,21.234904022325633,2.306923828458013,198.890528968836
20479.512264483088,513.157347761879,28.638946408060093,12.101640583009575,2.611364520718232,147.9840568601109
10448.67263479972,435.08868871155494,79.81205036994288,11.771833267233433,2.967302447512252,14.702652623886905
26985.461675312057,517.7776738516544,86.10353876962563,19.487029784429534,2.3747651809199115,257.0390930629719
29085.053501036607,512.6387561304977,168.869695556085,16.237387459290378,2.34265832743162,126.876250641708
23473.72063964772,568.0023751135737,125.60675757291651,19.15067469895255,2.3377349497029343,166.66479432316027
16857.676877814836,510.24118328810886,98.48745025889217,24.35373959143275,2.008196060187558,130.1457234456922
25369.978146868896,477.69375705609104,61.70957620212373,19.95949370800993,2.481599903554785,70.08966007876558
19286.666486065857,493.4474790066571,159.82367432810327,14.566773839112024,2.1495110983295738,134.91498866108276
22005.951249701342,530.7620218510597,92.31477424514706,11.67519861173776,2.408987677955684,113.70945613080704
33977.48196572705,557.5749601881956,45.553182755293825,13.502934282247386,2.4132003146353633,161.64061103350178
22134.395199678213,474.1646885409865,168.253159611012,14.742769009099066,2.2443406601078384,151.6589669186875
17535.041273488452,545.558519849649,124.34247045482577,17.21603326950111,2.3391893326149056,273.1559684815528
24988.03699974085,556.4623608030488,111.16564378703647,15.613944495285562,2.1199057046997396,242.60803752787848
20880.895679631532,457.23986206586306,142.31164875263428,14.437864456022432,2.3288501682166274,107.67264301326261
14461.990052383211,435.5918858938221,108.49988283158525,15.03382950937374,2.065734885971993,120.25289789738045
21944.687590669655,431.2167949113125,134.98790498758532,14.110208743049588,2.526786304768937,152.47471900706012
27362.892570065356,486.81531011898494,110.0012418519607,17.416422294145494,2.5608219106471415,43.00597014270802
17922.265728297843,564.1885160168331,146.7988792261232,17.974492407293837,2.193176110681263,185.79982612443064
28602.51121490006,483.20947917236725,149.30116208648604,18.647277276640104,1.8304498284504804,145.60441309066425
18732.92669381376,448.0564950216496,106.56130423728695,19.949287891029417,2.1757793502147407,132.4199696633163
11465.787176484371,546.000407578835,69.96493031472693,14.011417297358891,2.4861086206789227,111.26562976714061
21932.225034795032,427.6888191934107,93.0775024332442,19.77388124794751,2.2056714041012877,176.2095411137403
14573.11051763102,457.67637888107436,170.29059266202046,15.384701233229505,2.2587882712314737,213.63667593915352
25406.807315647056,530.1781428571213,56.03043004793671,14.548906497220893,2.3166442587629046,129.0281338736901
15807.296794818127,524.5726466725743,113.76962092096657,20.367048864344206,2.6473825152745034,141.66648596939316
19370.293723657436,457.9879922093546,84.52018949706849,17.22123676124535,2.3492386621924153,31.35502710150753
17153.811963583234,540.0514411082794,99.496024417,5.537193727250626,2.2151581562738625,164.16848034644443
21262.470420756174,487.7516765244305,99.4263301966489,11.195138369327873,2.280496247103919,137.38714444554356
23624.92621916197,529.2950275319977,114.17860980493569,17.94268584381973,2.482856787992736,210.1468171337054
20617.682219533857,528.1361796424372,105.76675376160159,6.97604288167561,2.309960605281101,192.79169731718724
